filename,url,sha1
vlc-3.0.8-win32.7z,https://mirrors.tuna.tsinghua.edu.cn/videolan-ftp/vlc/3.0.8/win32/vlc-3.0.8-win32.7z,9377718e0de27770883ab17a37586edb7d98aebd
